  -1.218634602   0.727909177  
  -2.290932951   0.762022767  
  -2.251976073   0.654957732  
  -1.805780206   0.630402539  
  -1.675084689   0.459614856  
  -1.634067812   0.642268136  
  -1.772453993   0.649244667  
  -1.313531907   0.325577563  
  -1.712210456   0.34705649  
  -1.890011292   0.899520859  
   1.083040864  -0.645179601  
   1.335963012  -1.624091311  
   1.639378033  -1.764885403  
   2.428724021  -1.710226753  
   1.516968291  -0.371501816  
   1.972045045  -0.695443587  
   2.403546251  -1.122165593  
   1.021744438  -1.945561083  
   1.692480239  -1.671993164  
   2.199606311  -0.870735801  
   1.02600177   -0.731479843  
   1.792641987  -0.9859859  
   1.82903531   -1.555534532  
  -1.0          -1.0  
  -1.2          -0.5  
  -0.4          -1.2  
  -1.5          -1.5  
  -0.8          -0.6  
