  -2.149342326   1.035810419  
  -1.862132633   1.754832606  
  -1.605594043   1.225659963  
  -1.053788873   0.708023316  
  -1.360042116   1.899252297  
  -2.107638783   1.849592578  
  -1.58865627    1.243018891  
  -1.340220344   0.892434462  
  -1.838328196   1.524826807  
  -1.652653584   1.538065737  
  -1.062898648   0.81788995  
  -1.778771325   0.471370586  
  -2.343897824   1.752855007  
  -2.275460067   1.646888638  
  -1.310464797   0.859474471  
   2.381939146  -0.805365154  
   1.160267953  -0.394628742  
   1.473982971  -0.200384533  
   2.148060549  -0.568163091  
   2.492675558  -0.979119236  
   1.613879818  -0.573216956  
   2.05508591   -0.304867702  
   2.432203131  -1.094918668  
   1.376155889  -0.330686361  
   2.158314768  -0.288552507  
   2.473540452  -0.302945036  
   1.135227515  -0.489278848  
   1.0           1.0  
   0.5           0.2  
   0.7           1.2  
   1.2           0.5  
